id,id2,type,breidd,lengd,year,nr,grein,tolulidur,undirlidur,heiti,dags_fra,dags_til,v1,v2,v3,v6,v7,v8,v9,v14,ath
1,1,permanent,633800,203400,2006,861,1,NA,NA,Norðvestur af Heimaey,NA,NA,0,0,0,1,0,0,0,0,NA
1,2,permanent,633070,201850,2006,861,1,NA,NA,Norðvestur af Heimaey,NA,NA,0,0,0,1,0,0,0,0,NA
1,3,permanent,633019,201624,2006,861,1,NA,NA,Norðvestur af Heimaey,NA,NA,0,0,0,1,0,0,0,0,NA
1,4,permanent,632700,202000,2006,861,1,NA,NA,Norðvestur af Heimaey,NA,NA,0,0,0,1,0,0,0,0,NA
1,5,permanent,633200,203400,2006,861,1,NA,NA,Norðvestur af Heimaey,NA,NA,0,0,0,1,0,0,0,0,NA
