rg,id,id2,type,breidd,lengd,year,nr,grein,tolulidur,undirlidur,heiti,dags_fra,dags_til,v1,v2,v3,v5,v6,v7,v8,v9,v14,ath,title,ref
2007_193,1,1,permanent,653020,243210,2007,193,1,NA,NA,Breiðafjörður,2007-03-08,NA,1,0,0,0,0,0,0,0,0,NA,Reglugerð um bann við línuveiðum á norðanverðum Breiðafirði,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/aa0d47377abc977400256a090053ff91/5f7766f19e0bccfc0025729c00503de5?OpenDocument
2007_193,1,2,permanent,652300,244400,2007,193,1,NA,NA,Breiðafjörður,2007-03-08,NA,1,0,0,0,0,0,0,0,0,NA,Reglugerð um bann við línuveiðum á norðanverðum Breiðafirði,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/aa0d47377abc977400256a090053ff91/5f7766f19e0bccfc0025729c00503de5?OpenDocument
2007_193,1,3,permanent,652000,243100,2007,193,1,NA,NA,Breiðafjörður,2007-03-08,NA,1,0,0,0,0,0,0,0,0,NA,Reglugerð um bann við línuveiðum á norðanverðum Breiðafirði,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/aa0d47377abc977400256a090053ff91/5f7766f19e0bccfc0025729c00503de5?OpenDocument
2007_193,1,4,permanent,652000,241660,2007,193,1,NA,NA,Breiðafjörður,2007-03-08,NA,1,0,0,0,0,0,0,0,0,NA,Reglugerð um bann við línuveiðum á norðanverðum Breiðafirði,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/aa0d47377abc977400256a090053ff91/5f7766f19e0bccfc0025729c00503de5?OpenDocument
2007_193,1,5,permanent,651000,235600,2007,193,1,NA,NA,Breiðafjörður,2007-03-08,NA,1,0,0,0,0,0,0,0,0,NA,Reglugerð um bann við línuveiðum á norðanverðum Breiðafirði,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/aa0d47377abc977400256a090053ff91/5f7766f19e0bccfc0025729c00503de5?OpenDocument
2007_193,1,6,permanent,651138,234790,2007,193,1,NA,NA,Breiðafjörður,2007-03-08,NA,1,0,0,0,0,0,0,0,0,NA,Reglugerð um bann við línuveiðum á norðanverðum Breiðafirði,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/aa0d47377abc977400256a090053ff91/5f7766f19e0bccfc0025729c00503de5?OpenDocument
2007_193,1,7,permanent,652490,235720,2007,193,1,NA,NA,Breiðafjörður,2007-03-08,NA,1,0,0,0,0,0,0,0,0,NA,Reglugerð um bann við línuveiðum á norðanverðum Breiðafirði,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/aa0d47377abc977400256a090053ff91/5f7766f19e0bccfc0025729c00503de5?OpenDocument
